2003;33;;1;138 520 044 Ft;78;190 664 Ft;3294;4 515 Ft;50222;790 Ft;2;5;10;14;25;26;29;2;3;5;12;22;26;35
2003;32;;0;0 Ft;45;310 468 Ft;2431;5 747 Ft;44362;840 Ft;2;3;9;15;26;27;29;6;13;16;18;19;20;34
2003;31;;0;0 Ft;97;139 210 Ft;4234;3 189 Ft;53975;667 Ft;5;12;14;18;22;24;25;1;10;17;21;25;27;29
2003;30;;0;0 Ft;47;285 115 Ft;2336;5 736 Ft;39963;894 Ft;6;7;12;16;18;32;33;9;15;16;21;25;31;34
2003;29;;0;0 Ft;63;214 498 Ft;3217;4 201 Ft;48290;746 Ft;1;15;16;19;27;31;32;3;11;12;17;24;29;33
2003;28;;1;26 829 738 Ft;58;231 291 Ft;3492;3 842 Ft;54375;658 Ft;5;7;17;22;27;29;30;10;17;19;22;25;30;34
2003;27;;1;110 906 964 Ft;66;208 463 Ft;3796;3 624 Ft;52002;706 Ft;6;10;14;22;31;33;34;4;7;15;17;18;26;27
2003;26;;0;0 Ft;116;116 723 Ft;4108;3 296 Ft;54093;667 Ft;2;9;12;17;23;30;32;1;6;7;14;20;21;33
2003;25;;0;0 Ft;100;135 403 Ft;4784;2 830 Ft;67227;537 Ft;2;5;9;20;21;22;23;3;8;9;13;17;22;23
2003;24;;0;0 Ft;141;103 651 Ft;5732;2 550 Ft;72323;539 Ft;4;7;13;17;19;25;26;1;7;17;18;29;30;33
2003;23;;1;26 012 718 Ft;90;144 515 Ft;3725;3 492 Ft;55495;625 Ft;9;10;13;17;23;28;31;4;10;12;13;17;18;34
2003;22;;2;12 991 734 Ft;80;162 397 Ft;3454;3 761 Ft;52152;664 Ft;4;13;18;28;31;34;35;2;5;10;15;19;28;32
2003;21;;1;55 476 972 Ft;80;174 510 Ft;3342;4 177 Ft;48476;768 Ft;5;6;9;14;18;20;30;5;10;13;17;20;26;32
2003;20;;0;0 Ft;126;109 347 Ft;5030;2 739 Ft;64656;568 Ft;8;11;19;22;24;29;35;3;13;16;18;22;28;35
2003;19;;1;55 164 276 Ft;123;109 925 Ft;4737;2 854 Ft;58453;617 Ft;1;7;18;27;30;33;35;10;12;14;25;27;31;34
2003;18;;0;0 Ft;72;195 296 Ft;3880;3 624 Ft;58479;641 Ft;2;13;15;19;24;26;32;3;4;7;13;20;32;33
2003;17;;1;136 554 066 Ft;57;254 327 Ft;3031;4 783 Ft;48643;795 Ft;7;16;24;26;30;32;35;1;2;8;9;11;29;33
2003;16;;0;0 Ft;54;288 408 Ft;3357;4 639 Ft;56341;737 Ft;6;7;11;12;13;23;30;11;12;15;22;28;29;34
2003;15;;0;0 Ft;129;182 526 Ft;5152;4 570 Ft;76789;818 Ft;6;9;22;24;32;33;34;1;10;15;17;26;29;31
2003;14;;0;0 Ft;94;155 963 Ft;4331;3 385 Ft;61087;640 Ft;3;17;18;21;23;29;31;4;5;10;14;22;31;33
2003;13;;1;30 053 124 Ft;128;117 395 Ft;4234;3 549 Ft;56798;705 Ft;2;4;7;12;28;31;35;1;4;10;19;25;30;35
2003;12;;1;64 637 226 Ft;159;99 254 Ft;5878;2 685 Ft;75128;560 Ft;9;13;15;17;19;28;31;2;5;7;15;18;33;35
2003;11;;0;0 Ft;76;217 595 Ft;2994;5 523 Ft;52748;836 Ft;6;7;10;12;24;25;29;3;9;10;11;16;22;26
2003;10;;2;33 766 911 Ft;65;260 402 Ft;3246;5 214 Ft;56413;800 Ft;2;9;10;11;12;21;27;1;20;22;25;27;28;32
2003;9;;0;0 Ft;50;336 815 Ft;3274;5 144 Ft;53269;843 Ft;4;6;13;14;16;29;35;5;14;15;18;20;22;25
2003;8;;2;56 713 266 Ft;69;266 786 Ft;3905;4 714 Ft;66132;742 Ft;7;10;14;18;19;25;31;10;13;14;17;18;27;32
2003;7;;0;0 Ft;57;347 353 Ft;3219;6 151 Ft;58477;903 Ft;4;10;19;23;24;25;35;2;12;13;14;16;20;21
2003;6;;0;0 Ft;98;188 836 Ft;4802;3 854 Ft;71291;692 Ft;1;7;12;20;29;30;31;2;12;22;23;28;29;31
2003;5;;2;239 909 994 Ft;548;57 973 Ft;14577;2 179 Ft;158222;535 Ft;4;7;11;15;25;33;34;3;9;17;19;22;28;34
2003;4;;0;0 Ft;124;242 476 Ft;6591;4 562 Ft;101081;793 Ft;6;16;17;21;23;32;35;14;16;17;21;27;29;31
2003;3;;0;0 Ft;162;149 179 Ft;6837;3 535 Ft;96882;665 Ft;3;10;12;13;18;21;27;1;2;9;16;20;25;32
2003;2;;0;0 Ft;99;215 686 Ft;4383;4 872 Ft;72806;782 Ft;1;7;8;9;14;20;31;1;3;7;20;28;32;33
2003;1;;0;0 Ft;118;121 425 Ft;4009;3 574 Ft;58231;656 Ft;4;13;23;24;25;27;30;1;8;12;18;21;28;30
